bid,bname,prog_lang,x,x1,x2,x4
6663,Magento 2 Development Cookbook,,,,,
6664,Mastering Magento 2 - Second Edition,,,,,
6665,Mastering Magento,,,,,
6666,Magento Extensions Development,,,,,
6667,Magento 2 Development Essentials,,,,,
6668,Magento 2 Cookbook,,,,,
6669,Magento PHP Developer's Guide - Second Edition,,,,,
6670,Magento 2 - Build World-Class online stores,,,,,
6671,Magento PHP Developer�s Guide,,,,,
6672,Learning Magento Theme Development,,,,,
6673,Magento 1.8 Development Cookbook,,,,,
6674,Magento : Beginner's Guide - Second Edition,,,,,
6675,Instant Magento Performance Optimization How-to,,,,,
6676,Magento Mobile How-to,,,,,
6677,Magento 1.4 Themes Design,,,,,
6678,Magento 1.3 Sales Tactics Cookbook,,,,,
6679,Magento 1.3: PHP Developer's Guide,,,,,
6680,Getting Started with OpenCart Module Development,,,,,
6681,Instant E-commerce with OpenCart: Build a Shop,,,,,
6682,Building Online Stores with osCommerce: Beginner Edition,,,,,
6683,Building Online Stores with osCommerce: Professional Edition,,,,,
6684,Deep Inside osCommerce: The Cookbook,,,,,
6685,PrestaShop Module Development,,,,,
6686,PrestaShop 1.3 Beginner's Guide,,,,,
6687,PrestaShop 1.3 Theming - Beginner's Guide,,,,,
6688,PrestaShop 1.5 Beginner�s Guide,,,,,
6689,WooCommerce Cookbook,,,,,
6690,AJAX and PHP: Building Responsive Web Applications,,,,,
6691,AJAX y PHP: Construyendo Aplicaciones Web Interactivas [Espanol],,,,,
6692,PHP Ajax Cookbook,,,,,
6693,CodeIgniter 2 Cookbook,,,,,
6694,CodeIgniter 1.7 Professional Development,,,,,
6695,Learning FuelPHP for Effective PHP Development,,,,,
6696,Getting Started with Laravel 4,,,,,
6697,MODx Web Development - Second Edition,,,,,
6698,MODx Web Development,,,,,
6699,Symfony 1.3 Web Application Development,,,,,
6700,Extending Symfony2 Web Application Framework,,,,,
6701,Symfony2 Essentials,,,,,
6702,Wordpress Development Quick Start Guide,,,,,
6703,WordPress Web Application Development,,,,,
6704,Agile Web Application Development with Yii1.1 and PHP5,,,,,
6705,Web Application Development with Yii and PHP,,,,,
6706,Zend Framework 2.0 by Example: Beginner's Guide,,,,,
6707,Zend Framework 2 Cookbook,,,,,
6708,Zend Framework 1.8 Web Application Development,,,,,
6709,Hands-On Full Stack Web Development with Angular 6 and Laravel 5,,,,,
6710,AJAX and PHP: Building Modern Web Applications 2nd Edition,,,,,
6711,PHP jQuery Cookbook,,,,,
6712,Moodle 3 Administration - Third Edition,,,,,
6713,Moodle 3.x Developer's Guide,,,,,
6714,Moodle 3 E-Learning Course Development - Fourth Edition,,,,,
6715,Gamification with Moodle,,,,,
6716,Moodle 1.9 Math,,,,,
6717,Moodle for Mobile Learning,,,,,
6718,Moodle Security,,,,,
6719,Moodle 2.0 First Look,,,,,
6720,Moodle 2.0 for Business Beginner's Guide,,,,,
6721,Moodle 1.9 for Teaching 7-14 Year Olds: Beginner's Guide,,,,,
6722,Moodle 1.9 Theme Design: Beginner's Guide,,,,,
6723,Moodle 2 Administration,,,,,
6724,Moodle Administration,,,,,
6725,Moodle Teaching Techniques,,,,,
6726,Moodle 2.0 Multimedia Cookbook,,,,,
6727,Science Teaching with Moodle 2.0,,,,,
6728,Moodle 2.5 Multimedia Cookbook,,,,,
6729,Moodle 2 for Teaching 4-9 Year Olds Beginner's Guide,,,,,
6730,Moodle 1.9 Multimedia,,,,,
6731,Moodle 1.9 for Design and Technology,,,,,
6732,History Teaching with Moodle 2,,,,,
6733,Moodle 1.9 Testing and Assessment,,,,,
6734,Moodle 2.5 Multimedia,,,,,
6735,Moodle 1.9 Top Extensions Cookbook,,,,,
6736,WordPress for Education,,,,,
6737,"Learning Joomla! 1.5 Extension Development: Creating Modules, Components, and Plugins with PHP",,,,,
6738,WordPress Plugin Development: Beginner's Guide,,,,,
6739,Instant Building Multi-Page Forms with Yii How-to,,,,,
6740,CakePHP 2 Application Cookbook,,,,,
6741,CodeIgniter for Rapid PHP Application Development,,,,,
6742,CodeIgniter 1.7,,,,,
6743,CouchDB and PHP Web Development Beginner's Guide,,,,,
6744,Laravel Application Development Cookbook,,,,,
6745,Laravel 5.x Cookbook,,,,,
6746,Learning Laravel 4 Application Development,,,,,
6747,Learning Laravel's Eloquent,,,,,
6748,Mastering Laravel,,,,,
6749,PHP and MongoDB Web Development Beginner's Guide,,,,,
6750,PHP Application Development with NetBeans: Beginner's Guide,,,,,
6751,"PHP Oracle Web Development: Data processing, Security, Caching, XML, Web Services, and Ajax",,,,,
6752,Phalcon Cookbook,,,,,
6753,Learning Phalcon PHP,,,,,
6754,Mastering Symfony,,,,,
6755,Yii2 Application Development Cookbook - Third Edition,,,,,
6756,Mastering Yii,,,,,
6757,PHP Reactive Programming,,,,,
6758,Persistence in PHP with Doctrine ORM,,,,,
6759,Learning PHP 7,,,,,
6760,Laravel Starter,,,,,
6761,Yii Project Blueprints,,,,,
6762,Web Application Development with Yii 2 and PHP,,,,,
6763,The Applied AI and Natural Language Processing Workshop,,,,,
6764,IBM Watson Projects,,,,,
6765,The Applied Artificial Intelligence Workshop,,,,,
6766,Hands-On Intelligent Agents with OpenAI Gym,,,,,
6767,The Artificial Intelligence Infrastructure Workshop,,,,,
6768,Artificial Intelligence for IoT Cookbook,,,,,
6769,Artificial Intelligence for Robotics,,,,,
6770,Mobile Artificial Intelligence Projects,,,,,
6771,Hands-On Genetic Algorithms with Python,,,,,
6772,Artificial Intelligence with Python - Second Edition,,,,,
6773,Hands-On Artificial Intelligence for Banking,,,,,
6774,Python Artificial Intelligence Projects for Beginners,,,,,
6775,Artificial Intelligence By Example,,,,,
6776,Artificial Intelligence and Machine Learning Fundamentals,,,,,
6777,Learn TensorFlow Enterprise,,,,,
6778,Hands-On Artificial Intelligence for Search,,,,,
6779,Hands-On Image Processing with Python,,,,,
6780,Learning OpenCV 4 Computer Vision with Python 3 - Third Edition,,,,,
6781,Raspberry Pi Computer Vision Programming - Second Edition,,,,,
6782,Mastering OpenCV 4 with Python,,,,,
6783,OpenCV 4 with Python Blueprints - Second Edition,,,,,
6784,OpenCV 3 Computer Vision with Python Cookbook,,,,,
6785,Practical Computer Vision,,,,,
6786,OpenCV with Python By Example,,,,,
6787,OpenCV 3.x with Python By Example - Second Edition,,,,,
6788,Computer Vision Projects with OpenCV and Python 3,,,,,
6789,OpenCV with Python Blueprints,,,,,
6790,OpenCV Computer Vision with Python,,,,,
6791,OpenCV Computer Vision Application Programming Cookbook Second Edition,,,,,
6792,Learning OpenCV 3 Computer Vision with Python - Second Edition,,,,,
6793,Computer Vision with Python 3,,,,,
6794,OpenCV: Computer Vision Projects with Python,,,,,
6795,Modern Computer Vision with PyTorch,,,,,
6796,Raspberry Pi Computer Vision Programming,,,,,
6797,TensorFlow 2.0 Computer Vision Cookbook,,,,,
6798,Hands-On Image Generation with TensorFlow,,,,,
6799,Hands-On Computer Vision with TensorFlow 2,,,,,
6800,Mastering Computer Vision with TensorFlow 2.x,,,,,
6801,Amazon Redshift Cookbook,,,,,
6802,Data Engineering with AWS,,,,,
6803,Practical Data Analysis - Second Edition,,,,,
6804,Scalable Data Streaming with Amazon Kinesis,,,,,
6805,Learning Jupyter 5 - Second Edition,,,,,
6806,IPython Interactive Computing and Visualization Cookbook - Second Edition,,,,,
6807,Jupyter Cookbook,,,,,
6808,Jupyter for Data Science,,,,,
6809,Learning Jupyter,,,,,
6810,Practical Data Analysis,,,,,
6811,Python Text Processing with NLTK 2.0 Cookbook,,,,,
6812,Hands-On Financial Trading with Python,,,,,
6813,Data Wrangling with Python,,,,,
6814,Hands-On Data Analysis with NumPy and Pandas,,,,,
6815,NumPy Essentials,,,,,
6816,NumPy: Beginner's Guide - Third Edition,,,,,
6817,NumPy Cookbook - Second Edition,,,,,
6818,NumPy Beginner's Guide - Second Edition,,,,,
6819,Getting Started with Python Data Analysis,,,,,
6820,Python: Data Analytics and Visualization,,,,,
6821,Python Data Science Essentials,,,,,
6822,Mastering Python Scientific Computing,,,,,
6823,Python Data Analysis - Third Edition,,,,,
6824,Practical Data Analysis using Jupyter Notebook,,,,,
6825,Beginning Data Science with Python and Jupyter,,,,,
6826,Hands-On Exploratory Data Analysis with Python,,,,,
6827,Hands-On Data Analysis with Pandas,,,,,
6828,Learning pandas - Second Edition,,,,,
6829,Pandas Cookbook,,,,,
6830,Mastering pandas for Finance,,,,,
6831,Mastering pandas,,,,,
6832,Introduction to DevOps with Kubernetes,,,,,
6833,Learning pandas,,,,,
6834,Python Data Analysis,,,,,
6835,Mastering Python Data Analysis,,,,,
6836,Practical Data Analysis Cookbook,,,,,
6837,Mastering Exploratory Analysis with pandas,,,,,
6838,Python: End-to-end Data Analysis,,,,,
6839,Become a Python Data Analyst,,,,,
6840,Python Data Analysis - Second Edition,,,,,
6841,SciPy Recipes,,,,,
6842,Scientific Computing with Python 3,,,,,
6843,Hands-On Data Science with Anaconda,,,,,
6844,Snowflake Cookbook,,,,,
6845,Building Data Science Applications with FastAPI,,,,,
6846,Data Science for Marketing Analytics - Second Edition,,,,,
6847,The Data Analysis Workshop,,,,,
6848,The Applied Data Science Workshop - Second Edition,,,,,
6849,Applied Data Science with Python and Jupyter,,,,,
6850,Data Science with Python,,,,,
6851,Data Science Projects with Python,,,,,
6852,NumPy Cookbook,,,,,
6853,Learning NumPy Array,,,,,
6854,Mastering Python for Data Science,,,,,
6855,Hands-On Generative Adversarial Networks with PyTorch 1.x,,,,,
6856,The Data Science Workshop - Second Edition,,,,,
6857,Python Data Science Essentials - Third Edition,,,,,
6858,Deep Learning for Beginners,,,,,
6859,Automated Machine Learning with AutoKeras,,,,,
6860,The Deep Learning with Keras Workshop,,,,,
6861,Machine Learning Automation with TPOT,,,,,
6862,Generative Adversarial Networks Projects,,,,,
6863,Advanced Deep Learning with Keras,,,,,
6864,Practical Convolutional Neural Networks,,,,,
6865,Deep Learning for Computer Vision,,,,,
6866,Deep Learning with Keras,,,,,
6867,Keras Deep Learning Cookbook,,,,,
6868,Codeless Deep Learning with KNIME,,,,,
6869,Deep Learning with Microsoft Cognitive Toolkit Quick Start Guide,,,,,
6870,The Computer Vision Workshop,,,,,
6871,Mastering PyTorch,,,,,
6872,Deep Learning with fastai Cookbook,,,,,
6873,The Deep Learning with PyTorch Workshop,,,,,
6874,Deep Learning with PyTorch Quick Start Guide,,,,,
6875,PyTorch Deep Learning Hands-On,,,,,
6876,Deep Learning with PyTorch,,,,,
6877,The TensorFlow Workshop,,,,,
6878,Deep Learning with TensorFlow 2 and Keras - Second Edition,,,,,
6879,Advanced Deep Learning with Python,,,,,
6880,Applied Deep Learning and Computer Vision for Self-Driving Cars,,,,,
6881,The Deep Learning Workshop,,,,,
6882,"Mobile Deep Learning with TensorFlow Lite, ML Kit and Flutter",,,,,
6883,The Applied TensorFlow and Keras Workshop,,,,,
6884,Deep Learning Quick Reference,,,,,
6885,Hands-On Python Deep Learning for the Web,,,,,
6886,Hands-On Deep Learning for IoT,,,,,
6887,Hands-On Convolutional Neural Networks with TensorFlow,,,,,
6888,Hands-On Transfer Learning with Python,,,,,
6889,Hands-On Deep Learning Architectures with Python,,,,,
6890,Python Deep Learning - Second Edition,,,,,
6891,TensorFlow Deep Learning Projects,,,,,
6892,Deep Learning with TensorFlow - Second Edition,,,,,
6893,Python Deep Learning Cookbook,,,,,
6894,Hands-On Deep Learning for Images with TensorFlow,,,,,
6895,Hands-On Deep Learning with TensorFlow,,,,,
6896,Deep Learning with TensorFlow,,,,,
6897,Deep Learning By Example,,,,,
6898,Python Deep Learning,,,,,
6899,Beginning Application Development with TensorFlow and Keras,,,,,
6900,TensorFlow 1.x Deep Learning Cookbook,,,,,
6901,Hands-On Deep Learning for Games,,,,,
6902,ArcGIS Pro 2.x Cookbook,,,,,
6903,ArcPy and ArcGIS - Second Edition,,,,,
6904,Mastering ArcGIS Enterprise Administration,,,,,
6905,Mapping with ArcGIS Pro,,,,,
6906,Spatial Analytics with ArcGIS,,,,,
6907,Programming ArcGIS with Python Cookbook - Second Edition,,,,,
6908,ArcGIS By Example,,,,,
6909,Learning ArcGIS Pro,,,,,
6910,Learning ArcGIS for Desktop,,,,,
6911,ArcGIS Blueprints,,,,,
6912,Programming ArcGIS 10.1 with Python Cookbook,,,,,
6913,ArcGIS for Desktop Cookbook,,,,,
6914,ArcPy and ArcGIS - Geospatial Analysis with Python,,,,,
6915,Matplotlib for Python Developers,,,,,
6916,Geospatial Development By Example with Python,,,,,
6917,OpenLayers 3: Beginner's Guide,,,,,
6918,Python Geospatial Development - Third Edition,,,,,
6919,Python Geospatial Development - Second Edition,,,,,
6920,Python Geospatial Development,,,,,
6921,Learning Geospatial Analysis with Python,,,,,
6922,Learning Geospatial Analysis with Python - Third Edition,,,,,
6923,Mastering Geospatial Development with QGIS 3.x - Third Edition,,,,,
6924,Learn QGIS - Fourth Edition,,,,,
6925,QGIS Python Programming Cookbook - Second Edition,,,,,
6926,QGIS Python Programming Cookbook,,,,,
6927,Practical GIS,,,,,
6928,QGIS:Becoming a GIS Power User,,,,,
6929,QGIS By Example,,,,,
6930,QGIS Blueprints,,,,,
6931,Geospatial Data Science Quick Start Guide,,,,,
6932,Python Geospatial Analysis Essentials,,,,,
6933,Python Geospatial Development Essentials,,,,,
6934,Amazon SageMaker Best Practices,,,,,
6935,Practical Machine Learning,,,,,
6936,Practical Machine Learning Cookbook,,,,,
6937,Learn Amazon SageMaker - Second Edition,,,,,
6938,Machine Learning with Amazon SageMaker Cookbook,,,,,
6939,Learn Amazon SageMaker,,,,,
6940,Effective Amazon Machine Learning,,,,,
6941,Azure Data Scientist Associate Certification Guide,,,,,
6942,AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide,,,,,
6943,Automated Machine Learning,,,,,
6944,Microsoft Azure Machine Learning,,,,,
6945,Machine Learning with BigQuery ML,,,,,
6946,Agile Machine Learning with DataRobot,,,,,
6947,The Machine Learning Workshop - Second Edition,,,,,
6948,The Unsupervised Learning Workshop,,,,,
6949,The Supervised Learning Workshop - Second Edition,,,,,
6950,Hands-On Machine Learning with scikit-learn and Scientific Python Toolkits,,,,,
6951,Hands-On Recommendation Systems with Python,,,,,
6952,Feature Engineering Made Easy,,,,,
6953,Python Machine Learning Cookbook - Second Edition,,,,,
6954,Hands-On Unsupervised Learning with Python,,,,,
6955,Hands-On Ensemble Learning with Python,,,,,
6956,Mastering Probabilistic Graphical Models Using Python,,,,,
6957,Mastering Machine Learning with scikit-learn - Second Edition,,,,,
6958,scikit-learn Cookbook - Second Edition,,,,,
6959,Building Machine Learning Systems with Python - Third Edition,,,,,
6960,Machine Learning with scikit-learn Quick Start Guide,,,,,
6961,Python Machine Learning By Example,,,,,
6962,Machine Learning Solutions,,,,,
6963,Building Machine Learning Systems with Python,,,,,
6964,Test-Driven Machine Learning,,,,,
6965,Machine Learning Fundamentals,,,,,
6966,scikit-learn: Machine Learning Simplified,,,,,
6967,Machine Learning for Developers,,,,,
6968,Python Machine Learning Blueprints: Intuitive data projects you can relate to,,,,,
6969,scikit-learn Cookbook,,,,,
6970,Designing Machine Learning Systems with Python,,,,,
6971,Learning scikit-learn: Machine Learning in Python,,,,,
6972,Mastering Machine Learning with scikit-learn,,,,,
6973,Machine Learning for Algorithmic Trading - Second Edition,,,,,
6974,Python Machine Learning - Third Edition,,,,,
6975,The Machine Learning Solutions Architect Handbook,,,,,
6976,Interpretable Machine Learning with Python,,,,,
6977,Mastering Machine Learning Algorithms - Second Edition,,,,,
6978,Python Machine Learning By Example - Second Edition,,,,,
6979,Machine Learning Using TensorFlow Cookbook,,,,,
6980,Hands-On Machine Learning for Algorithmic Trading,,,,,
6981,Python Machine Learning - Second Edition,,,,,
6982,Hands-On One-shot Learning with Python,,,,,
6983,Ensemble Machine Learning Cookbook,,,,,
6984,Machine Learning Quick Reference,,,,,
6985,Intelligent Mobile Projects with TensorFlow,,,,,
6986,TensorFlow 2.0 Quick Start Guide,,,,,
6987,Machine Learning Projects for Mobile Applications,,,,,
6988,TensorFlow Machine Learning Cookbook,,,,,
6989,Mastering TensorFlow 1.x,,,,,
6990,What's New in TensorFlow 2.0,,,,,
6991,Machine Learning with TensorFlow 1.x,,,,,
6992,Building Machine Learning Projects with TensorFlow,,,,,
6993,Getting Started with TensorFlow,,,,,
6994,Natural Language Processing with AWS AI Services,,,,,
6995,Getting Started with Google BERT,,,,,
6996,fastText Quick Start Guide,,,,,
6997,The Natural Language Processing Workshop - Second Edition,,,,,
6998,Natural Language Processing Fundamentals,,,,,
6999,Hands-On Natural Language Processing with Python,,,,,
7000,Natural Language Processing: Python and NLTK,,,,,
7001,NLTK Essentials,,,,,
7002,Python Text Processing with NLTK 2.0 Cookbook: LITE,,,,,
7003,Exploring GPT-3,,,,,
7004,Natural Language Processing with Python Quick Start Guide,,,,,
7005,Mastering spaCy,,,,,
7006,Natural Language Processing and Computational Linguistics,,,,,
7007,Python Natural Language Processing Cookbook,,,,,
7008,Hands-On Python Natural Language Processing,,,,,
7009,Natural Language Processing with TensorFlow,,,,,
7010,Secret Recipes of the Python Ninja,,,,,
7011,MicroPython Cookbook,,,,,
7012,Advanced Deep Learning with TensorFlow 2 and Keras - Second Edition,,,,,
7013,Artificial Intelligence By Example - Second Edition,,,,,
7014,Python Programming for Arduino,,,,,
7015,Arduino by Example,,,,,
7016,Banana Pro Blueprints,,,,,
7017,BeagleBone Media Center,,,,,
7018,BeagleBone By Example,,,,,
7019,Raspberry Pi 3 Cookbook for Python Programmers - Third Edition,,,,,
7020,Internet of Things with Raspberry Pi 3,,,,,
7021,Raspberry Pi Zero Cookbook,,,,,
7022,Raspberry Pi By Example,,,,,
7023,Python Programming with Raspberry Pi,,,,,
7024,Raspberry Pi Super Cluster,,,,,
7025,Raspberry Pi for Python Programmers Cookbook - Second Edition,,,,,
7026,Raspberry Pi Cookbook for Python Programmers,,,,,
7027,Raspberry Pi Projects for Kids - Second Edition,,,,,
7028,Getting Started with Raspberry Pi Zero,,,,,
7029,Raspberry Pi Blueprints,,,,,
7030,Raspberry Pi for Secret Agents - Second Edition,,,,,
7031,Getting Started with Python and Raspberry Pi,,,,,
7032,Internet of Things with Python,,,,,
7033,Smart Internet of Things Projects,,,,,
7034,Learning Raspbian,,,,,
7035,Using Yocto Project with BeagleBone Black,,,,,
7036,Big Data Visualization,,,,,
7037,Big Data Analytics with R,,,,,
7038,Big Data Analytics with R and Hadoop,,,,,
7039,Hands-On Exploratory Data Analysis with R,,,,,
7040,Data Analysis with R - Second Edition,,,,,
7041,Mastering R for Quantitative Finance,,,,,
7042,RStudio for R Statistical Computing Cookbook,,,,,
7043,R Data Analysis Projects,,,,,
7044,R Data Analysis Cookbook,,,,,
7045,R Data Mining,,,,,
7046,Mastering Social Media Mining with R,,,,,
7047,Hands-On Data Science with R,,,,,
7048,R for Data Science Cookbook,,,,,
7049,R Data Science Essentials,,,,,
7050,Smarter Decisions - The Intersection of Internet of Things and Decision Science,,,,,
7051,R Data Visualization Recipes,,,,,
7052,Applied Data Visualization with R and ggplot2,,,,,
7053,ggplot2 Essentials,,,,,
7054,Instant Heat Maps in R How-to,,,,,
7055,R Data Visualization Cookbook,,,,,
7056,Hands-On Dashboard Development with Shiny,,,,,
7057,Advanced Deep Learning with R,,,,,
7058,Deep Learning with R Cookbook,,,,,
7059,R Deep Learning Essentials - Second Edition,,,,,
7060,R Deep Learning Essentials,,,,,
7061,Hands-On Deep Learning with R,,,,,
7062,R Deep Learning Cookbook,,,,,
7063,R Deep Learning Projects,,,,,
7064,Apache Spark Machine Learning Blueprints,,,,,
7065,Machine Learning with R - Third Edition,,,,,
7066,Machine Learning with R Cookbook - Second Edition,,,,,
7067,Practical Machine Learning with R,,,,,
7068,Machine Learning with R Quick Start Guide,,,,,
7069,R Machine Learning By Example,,,,,
7070,Building a Recommendation System with R,,,,,
7071,Mastering Machine Learning with R,,,,,
7072,Unsupervised Learning with R,,,,,
7073,R Machine Learning Projects,,,,,
7074,"R: Recipes for Analysis, Visualization and Machine Learning",,,,,
7075,Predictive Analytics Using Rattle and Qlik Sense,,,,,
7076,Mastering Predictive Analytics with R,,,,,
7077,Practical Predictive Analytics,,,,,
7078,Learning R Programming,,,,,
7079,Free PDF eBook: What you need to know about R,,,,,
7080,R Statistics Cookbook,,,,,
7081,Statistics for Data Science,,,,,
7082,Learning RStudio for R Statistical Computing,,,,,
7083,Microsoft Azure: Enterprise Application Development,,,,,
7084,Mastering SQL Queries for SAP Business One,,,,,
7085,Big Data Forensics - Learning Hadoop Investigations,,,,,
7086,MySQL 8 for Big Data,,,,,
7087,Talend for Big Data,,,,,
7088,Expert Cube Development with Microsoft SQL Server 2008 Analysis Services,,,,,
7089,Oracle Business Intelligence Enterprise Edition 11g: A Hands-On Tutorial,,,,,
7090,Oracle Business Intelligence 11g R1 Cookbook,,,,,
7091,SQL Server 2016 Reporting Services Cookbook,,,,,
7092,Tabular Modeling with SQL Server 2016 Analysis Services Cookbook,,,,,
7093,Learning SQL Server Reporting Services 2012,,,,,
7094,SQL for Data Analytics,,,,,
7095,SQL Server 2017 Machine Learning Services with R,,,,,
7096,Microsoft SQL Server 2012 with Hadoop,,,,,
7097,Learning Cloudera Impala,,,,,
7098,Apache Hive Essentials,,,,,
7099,Pentaho Data Integration Cookbook Second Edition,,,,,
7100,Professional Azure SQL Database Administration,,,,,
7101,Advanced MySQL 8,,,,,
7102,MySQL 8 Administrator's Guide,,,,,
7103,High Availability MySQL Cookbook,,,,,
7104,MySQL Admin Cookbook LITE: Replication and Indexing,,,,,
7105,"MySQL Admin Cookbook LITE: Configuration, Server Monitoring, Managing Users",,,,,
7106,MySQL Management and Administration with Navicat,,,,,
7107,Advanced Oracle PL/SQL Developer's Guide - Second Edition,,,,,
7108,Oracle 11g Anti-hacker's Cookbook,,,,,
7109,Mastering Oracle Scheduler in Oracle 11g Databases,,,,,
7110,"PostgreSQL Administration Cookbook, 9.5/9.6 Edition",,,,,
7111,PostgreSQL 10 Administration Cookbook,,,,,
7112,PostgreSQL 9 Administration Cookbook: LITE Edition,,,,,
7113,PostgreSQL 9.0 High Performance,,,,,
7114,PostgreSQL Administration Essentials,,,,,
7115,Learning Heroku Postgres,,,,,
7116,PostgreSQL Replication,,,,,
7117,"PostgreSQL 9 Administration Cookbook LITE: Configuration, Monitoring and Maintenance",,,,,
7118,Oracle SQL Developer,,,,,
7119,SQL Server 2017 Integration Services Cookbook,,,,,
7120,SQL Server 2017 Administrator's Guide,,,,,
7121,SQL Server 2014 with PowerShell v5 Cookbook,,,,,
7122,SQL Server on Linux,,,,,
7123,Reporting with Microsoft SQL Server 2012,,,,,
7124,Microsoft SQL Server 2008 High Availability,,,,,
7125,Microsoft SQL Server 2012 Security Cookbook,,,,,
7126,Guide to NoSQL with Azure Cosmos DB,,,,,
7127,Microsoft SQL Azure Enterprise Application Development,,,,,
7128,Creating your MySQL Database: Practical Design Tips and Techniques,,,,,
7129,Oracle Advanced PL/SQL Developer Professional Guide,,,,,
7130,Oracle SQL Developer 2.1,,,,,
7131,PostgreSQL 11 Server Side Programming Quick Start Guide,,,,,
7132,SQL Server 2017 Developer�s Guide,,,,,
7133,SQL Server 2016 Developer's Guide,,,,,
7134,What's New in SQL Server 2012,,,,,
7135,MDX with Microsoft SQL Server 2008 R2 Analysis Services Cookbook,,,,,
7136,MariaDB Cookbook,,,,,
7137,Mastering PostgreSQL 13 - Fourth Edition,,,,,
7138,Learn PostgreSQL 12,,,,,
7139,PostgreSQL 13 Cookbook,,,,,
7140,PostgreSQL 12 High Availability Cookbook - Third Edition,,,,,
7141,Mastering PostgreSQL 12 - Third Edition,,,,,
7142,The SQL Workshop,,,,,
7143,Professional SQL Server High Availability and Disaster Recovery,,,,,
7144,Mastering SQL Server 2017,,,,,
7145,Cassandra Design Patterns - Second Edition,,,,,
7146,Redis Applied Design Patterns,,,,,
7147,Getting Started with SQL Server 2012 Cube Development,,,,,
7148,Microsoft SQL Server 2012 Integration Services: An Expert Cookbook,,,,,
7149,Learning SQL Server 2008 Reporting Services,,,,,
7150,Mastering Swift 5 - Fifth Edition,,,,,
7151,Continuous Delivery for Mobile with fastlane,,,,,
7152,Swift 3 Functional Programming,,,,,
7153,Swift Functional Programming - Second Edition,,,,,
7154,Mastering iOS 14 Programming - Fourth Edition,,,,,
7155,iOS 14 Programming for Beginners - Fifth Edition,,,,,
7156,Swift iOS Programming for Kids,,,,,
7157,Hands-On Full-Stack Development with Swift,,,,,
7158,Learning iOS UI Development,,,,,
7159,iOS 12 Programming for Beginners - Third Edition,,,,,
7160,Mastering iOS 12 Programming - Third Edition,,,,,
7161,Getting Started with ResearchKit,,,,,
7162,Application Development with Swift,,,,,
7163,Swift 4 Programming Cookbook,,,,,
7164,Test-Driven iOS Development with Swift 3,,,,,
7165,Mastering Swift 2,,,,,
7166,Mastering Swift 4 - Fourth Edition,,,,,
7167,Mastering Swift 3,,,,,
7168,iOS 13 Programming for Beginners - Fourth Edition,,,,,
7169,Swift: Developing iOS Applications,,,,,
7170,Swift Essentials - Second Edition,,,,,
7171,Swift 2 Blueprints,,,,,
7172,Application Development in iOS 7,,,,,
7173,Mastering Swift 3 - Linux,,,,,
7174,Mastering macOS Programming,,,,,
7175,Swift 3 New Features,,,,,
7176,SwiftUI Projects,,,,,
7177,Learn Swift by Building Applications,,,,,
7178,Mastering Swift,,,,,
7179,Learning Swift - Second Edition,,,,,
7180,Object-Oriented Programming with Swift 2,,,,,
7181,iOS Programming Cookbook,,,,,
7182,Swift 2 By Example,,,,,
7183,Learn iOS 11 Programming with Swift 4 - Second Edition,,,,,
7184,Swift by Example,,,,,
7185,iOS 10 Programming for Beginners,,,,,
7186,SwiftUI Essentials – iOS 14 Edition,,,,,
7187,SwiftUI Essentials - iOS Edition,,,,,
7188,Xcode 6 Essentials,,,,,
7189,Cocos2d Cross-Platform Game Development Cookbook - Second Edition,,,,,
7190,iOS 9 Game Development Essentials,,,,,
7191,iPhone Game Blueprints,,,,,
7192,Swift Game Development - Third Edition,,,,,
7193,iOS Game Development By Example,,,,,
7194,Game Development with Swift,,,,,
7195,Swift 3 Game Development - Second Edition,,,,,
7196,Learning iOS 8 Game Development Using Swift,,,,,
7197,Swift 3 Protocol-Oriented Programming - Second Edition,,,,,
7198,Swift 4 Protocol-Oriented Programming - Third Edition,,,,,
7199,Protocol-Oriented Programming with Swift,,,,,
7200,Swift Protocol-Oriented Programming - Fourth Edition,,,,,
7201,Reactive Programming with Swift,,,,,
7202,Reactive Programming with Swift 4,,,,,
7203,Test-Driven iOS Development with Swift 4 - Third Edition,,,,,
7204,Test-Driven iOS Development with Swift,,,,,
7205,Apple Watch App Development,,,,,
7206,Building Apple Watch Projects,,,,,
7207,Intel Galileo Networking Cookbook,,,,,
7208,OpenVPN Cookbook - Second Edition,,,,,
7209,Troubleshooting OpenVPN,,,,,
7210,OpenVPN:  Building and Integrating Virtual Private Networks,,,,,
7211,Getting Started with Simulink,,,,,
7212,Zabbix 1.8 Network Monitoring,,,,,
7213,Learn Wireshark,,,,,
7214,Mastering FreeSWITCH,,,,,
7215,"Mastering OpenLDAP: Configuring, Securing and Integrating Directory Services",,,,,
7216,TrixBox Made Easy,,,,,
7217,Getting Started with MariaDB,,,,,
7218,Troubleshooting PostgreSQL,,,,,
7219,Mastering PostgreSQL 10,,,,,
7220,SAP HANA Cookbook,,,,,
7221,Learning Embedded Linux Using the Yocto Project,,,,,
7222,Linux: Embedded Development,,,,,
7223,Hands-On Network Forensics,,,,,
7224,Packet Analysis with Wireshark,,,,,
7225,Wireshark 2 Quick Start Guide,,,,,
7226,Intel Galileo Networking Cookbook,,,,,
7227,OpenVPN Cookbook - Second Edition,,,,,
